60,C,5,5,5,5,5,5,5,5,5,5,5,5,3,2,2,1,1
61,C,2,2,22,2,2,2,2,2,2,2,2,2,2,2,2,2,2
62,B,6,6,6,6,6,6,6,6,5,5,4,4,4,3,3,2,2
63,C,4,4,4,4,4,4,4,4,4,4,3,3,2,2,1,0,0
64,B,8,8,8,8,8,7,7,6,5,5,5,5,5,4,4,4,3
65,A,12,12,12,12,12,12,12,10,6,5,3,2,2,2,2,1,1
66,C,0,0,0,0,0,0,5,2,0,0,0,0,0,0,1,0,0
67,C,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0
68,B,10,9,8,7,6,5,5,5,5,3,2,1,0,0,0,0,0
69,A,20,20,20,20,20,10,10,9,8,7,7,6,5,3,2,2,1
70,A,12,12,12,12,10,8,8,6,5,4,3,3,2,1,1,0,0
71,C,3,2,2,2,2,2,2,2,1,1,1,1,1,0,0,0,0
72,B,10,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
73,C,5,5,5,5,5,5,5,5,5,4,4,3,3,2,2,1,1
74,C,2,3,5,2,2,4,5,5,0,0,0,0,0,0,0,0,1
75,C,3,5,2,7,4,2,9,7,2,6,9,2,6,2,5,2,7
76,C,4,4,4,4,4,4,3,3,2,1,0,0,0,0,0,0,0
77,C,5,5,3,3,3,2,2,2,2,2,1,2,2,0,0,0,0
78,C,5,5,5,5,5,5,5,5,5,5,4,4,3,2,2,1,0
79,C,5,5,5,5,5,5,5,5,5,5,3,3,3,3,3,2,2
80,C,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
81,B,10,10,10,10,10,10,10,10,7,6,5,4,0,0,0,0,0
82,A,20,18,17,14,12,10,8,7,6,5,4,4,3,3,2,1,1
83,C,5,5,5,5,5,5,5,4,4,0,0,0,0,0,0,0,0
84,B,10,10,10,10,10,5,5,5,5,3,3,2,2,2,1,1,1
85,B,6,6,6,6,6,6,6,6,6,5,5,3,2,2,1,0,0
86,C,5,5,5,5,5,5,4,4,3,3,2,2,2,1,1,0,0
87,B,10,10,10,10,10,10,10,10,8,7,6,5,4,1,1,0,0
88,B,10,10,10,10,10,10,10,8,7,6,4,2,1,1,1,1,1
89,C,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
90,C,2,2,2,2,2,2,2,2,2,1,1,1,1,0,0,0,0
91,C,5,4,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0
92,A,15,15,12,10,8,6,6,6,6,4,4,4,4,3,3,2,0
93,C,5,5,4,3,3,3,3,2,2,2,2,1,1,1,0,0,0
94,B,6,6,6,5,5,5,4,4,3,2,2,1,1,1,0,0,0
95,A,25,15,15,12,10,10,8,8,8,8,8,5,5,4,4,0,0
96,C,4,5,4,3,2,2,2,0,0,0,0,0,0,0,0,0,0
97,B,10,10,10,10,8,6,5,5,5,2,2,2,1,1,0,0,0
98,B,6,6,6,6,5,5,5,4,4,3,3,2,2,0,0,0,0
99,B,6,6,6,6,6,5,5,4,4,4,0,0,0,0,0,0,0
100,C,5,0,0,0,4,1,1,1,1,0,0,0,0,0,0,0,0
